,importance,feature
368,0.0,v22_v72_v91
366,0.0,v22_v72_v24
365,0.0,v22_v72_v107
364,0.0,v22_v72_v30
362,0.0,v22_v72_v79
348,0.0,v22_v62_v66
361,0.0,v22_v72_v66
360,0.0,v22_v72_v38
359,0.0,v22_v62_v52
358,0.0,v22_v62_v125
357,0.0,v22_v62_v71
356,0.0,v22_v62_v75
355,0.0,v22_v62_v91
354,0.0,v22_v62_v112
353,0.0,v22_v62_v24
352,0.0,v22_v62_v107
351,0.0,v22_v62_v30
350,0.0,v22_v62_v56
349,0.0,v22_v62_v79
314,0.0,v22_v31_v52
312,0.0,v22_v31_v71
380,0.0,v22_v38_v91
259,0.0,v22v125
276,0.0,v22_v110_v75
275,0.0,v22_v110_v91
274,0.0,v22_v110_v112
273,0.0,v22_v110_v24
272,0.0,v22_v110_v107
271,0.0,v22_v110_v30
270,0.0,v22_v110_v56
269,0.0,v22_v110_v79
268,0.0,v22_v110_v66
266,0.0,v22_v110_v72
265,0.0,v22_v110_v62
263,0.0,v22_v110_v129
262,0.0,v22_v110_v31
70,0.0,v22v110
278,0.0,v22_v110_v125
250,0.0,v22v91
245,0.0,v22v112
239,0.0,v22v24
232,0.0,v22v107
224,0.0,v22v30
215,0.0,v22v56
205,0.0,v22v79
89,0.0,v22v47
194,0.0,v22v66
107,0.0,v22v31
182,0.0,v22v38
124,0.0,v22v129
155,0.0,v22v62
277,0.0,v22_v110_v71
279,0.0,v22_v110_v52
311,0.0,v22_v31_v75
295,0.0,v22_v47_v71
310,0.0,v22_v31_v91
309,0.0,v22_v31_v112
307,0.0,v22_v31_v107
305,0.0,v22_v31_v56
304,0.0,v22_v31_v79
303,0.0,v22_v31_v66
302,0.0,v22_v31_v38
301,0.0,v22_v31_v72
300,0.0,v22_v31_v62
299,0.0,v22_v31_v113
298,0.0,v22_v31_v129
297,0.0,v22_v47_v52
296,0.0,v22_v47_v125
294,0.0,v22_v47_v75
280,0.0,v22_v47_v31
293,0.0,v22_v47_v91
292,0.0,v22_v47_v112
291,0.0,v22_v47_v24
290,0.0,v22_v47_v107
289,0.0,v22_v47_v30
288,0.0,v22_v47_v56
287,0.0,v22_v47_v79
286,0.0,v22_v47_v66
285,0.0,v22_v47_v38
284,0.0,v22_v47_v72
283,0.0,v22_v47_v62
282,0.0,v22_v47_v113
281,0.0,v22_v47_v129
379,0.0,v22_v38_v112
381,0.0,v22_v38_v75
521,0.0,v22_v110_v30_v91
467,0.0,v22_v113_v56_v107
481,0.0,v22_v31_v113_v107
480,0.0,v22_v31_v113_v91
479,0.0,v22_v113_v72_v52
478,0.0,v22_v110_v24_v52
477,0.0,v22_v113_v30_v107
476,0.0,v22_v113_v30_v91
475,0.0,v22_v110_v113_v30
474,0.0,v22_v113_v24_v52
473,0.0,v22_v110_v66_v56
472,0.0,v22_v113_v56_v30
471,0.0,v22_v113_v107_v52
469,0.0,v22_v110_v113_v107
468,0.0,v22_v110_v113_v91
466,0.0,v22_v113_v56_v91
483,0.0,v22_v31_v66_v56
465,0.0,v22_v110_v56_v30
464,0.0,v22_v110_v30_v52
463,0.0,v22_v113_v30_v52
462,0.0,v22_v110_v107_v52
461,0.0,v22_v110_v56_v107
460,0.0,v22_v110_v56_v91
459,0.0,v22_v110_v91_v52
458,0.0,v22_v113_v56_v52
457,0.0,v22_v129_v113_v52
456,0.0,v22_v129_v113_v56
455,0.0,v22_v31_v113_v52
454,0.0,v22_v31_v113_v56
453,0.0,v22_v110_v113_v56
482,0.0,v22_v110_v56_v24
484,0.0,v22_v110_v66_v52
451,0.0,v22_v110_v56_v52
503,0.0,v22_v129_v113_v30
519,0.0,v22_v113_v56_v112
518,0.0,v22_v113_v38_v52
516,0.0,v22_v110_v72_v52
515,0.0,v22_v129_v79_v52
514,0.0,v22_v110_v113_v24
513,0.0,v22_v113_v30_v24
512,0.0,v22_v31_v79_v52
511,0.0,v22_v110_v79_v52
510,0.0,v22_v110_v113_v79
509,0.0,v22_v113_v79_v52
508,0.0,v22_v129_v91_v52
505,0.0,v22_v110_v56_v71
504,0.0,v22_v113_v75_v52
502,0.0,v22_v129_v56_v52
485,0.0,v22_v113_v56_v24
501,0.0,v22_v113_v107_v24
500,0.0,v22_v31_v66_v52
499,0.0,v22_v113_v24_v91
497,0.0,v22_v31_v113_v30
496,0.0,v22_v113_v71_v52
494,0.0,v22_v129_v66_v56
493,0.0,v22_v113_v66_v52
492,0.0,v22_v113_v66_v56
491,0.0,v22_v129_v113_v107
490,0.0,v22_v31_v107_v52
489,0.0,v22_v31_v91_v52
488,0.0,v22_v129_v113_v91
486,0.0,v22_v31_v56_v52
452,0.0,v22_v110_v113_v52
450,0.0,v22_v125_v52
382,0.0,v22_v38_v71
399,0.0,v22_v79_v24
412,0.0,v22_v56_v71
411,0.0,v22_v56_v75
410,0.0,v22_v56_v91
409,0.0,v22_v56_v112
408,0.0,v22_v56_v24
407,0.0,v22_v56_v107
406,0.0,v22_v56_v30
405,0.0,v22_v79_v52
404,0.0,v22_v79_v125
403,0.0,v22_v79_v71
402,0.0,v22_v79_v75
401,0.0,v22_v79_v91
400,0.0,v22_v79_v112
398,0.0,v22_v79_v107
414,0.0,v22_v56_v52
397,0.0,v22_v79_v30
396,0.0,v22_v79_v56
395,0.0,v22_v66_v52
394,0.0,v22_v66_v125
393,0.0,v22_v66_v71
392,0.0,v22_v66_v75
391,0.0,v22_v66_v91
390,0.0,v22_v66_v112
389,0.0,v22_v66_v24
388,0.0,v22_v66_v107
386,0.0,v22_v66_v56
385,0.0,v22_v66_v79
384,0.0,v22_v38_v52
413,0.0,v22_v56_v125
415,0.0,v22_v30_v107
449,0.0,v22_v71_v52
434,0.0,v22_v24_v125
448,0.0,v22_v71_v125
447,0.0,v22_v75_v52
446,0.0,v22_v75_v125
445,0.0,v22_v75_v71
444,0.0,v22_v91_v52
443,0.0,v22_v91_v125
442,0.0,v22_v91_v71
441,0.0,v22_v91_v75
440,0.0,v22_v112_v52
438,0.0,v22_v112_v71
437,0.0,v22_v112_v75
436,0.0,v22_v112_v91
435,0.0,v22_v24_v52
433,0.0,v22_v24_v71
417,0.0,v22_v30_v112
432,0.0,v22_v24_v75
431,0.0,v22_v24_v91
430,0.0,v22_v24_v112
429,0.0,v22_v107_v52
427,0.0,v22_v107_v71
426,0.0,v22_v107_v75
425,0.0,v22_v107_v91
424,0.0,v22_v107_v112
423,0.0,v22_v107_v24
422,0.0,v22_v30_v52
420,0.0,v22_v30_v71
419,0.0,v22_v30_v75
418,0.0,v22_v30_v91
802,0.0,v22_v129_v113_v125
803,0.0,v22_v110_v30_v75
804,0.0,v22_v112_v91_v52
1181,0.0,v22_v24_v75_v71
1194,0.0,v22_v38_v79_v75
1193,0.0,v22_v38_v91_v75
1192,0.0,v22_v79_v30_v112
1191,0.0,v22_v31_v66_v112
1190,0.0,v22_v38_v112_v52
1189,0.0,v22_v110_v75_v71
1188,0.0,v22_v31_v72_v112
1187,0.0,v22_v38_v56_v107
1186,0.0,v22_v38_v56_v91
1185,0.0,v22_v38_v56_v71
1184,0.0,v22_v79_v107_v125
1183,0.0,v22_v110_v38_v75
1182,0.0,v22_v112_v125_v52
1180,0.0,v22_v72_v24_v112
1196,0.0,v22_v110_v72_v125
1178,0.0,v22_v79_v56_v125
1177,0.0,v22_v38_v30_v71
1176,0.0,v22_v91_v75_v71
1174,0.0,v22_v110_v72_v112
1173,0.0,v22_v38_v107_v75
1172,0.0,v22_v129_v24_v125
1171,0.0,v22_v79_v91_v125
1170,0.0,v22_v75_v125_v52
1169,0.0,v22_v129_v75_v71
1168,0.0,v22_v107_v75_v71
1166,0.0,v22_v107_v91_v71
1165,0.0,v22_v38_v91_v71
1164,0.0,v22_v79_v107_v112
1195,0.0,v22_v31_v72_v125
1197,0.0,v22_v107_v91_v75
1162,0.0,v22_v30_v75_v71
1215,0.0,v22_v38_v56_v52
1228,0.0,v22_v129_v72_v125
1227,0.0,v22_v56_v24_v112
1226,0.0,v22_v38_v56_v112
1225,0.0,v22_v91_v71_v125
1224,0.0,v22_v31_v62_v125
1223,0.0,v22_v110_v62_v125
1222,0.0,v22_v129_v72_v112
1221,0.0,v22_v107_v71_v125
1220,0.0,v22_v31_v112_v71
1219,0.0,v22_v62_v107_v24
1218,0.0,v22_v66_v71_v125
1217,0.0,v22_v62_v66_v79
1216,0.0,v22_v31_v62_v112
1214,0.0,v22_v38_v30_v75
1198,0.0,v22_v72_v24_v125
1213,0.0,v22_v107_v112_v71
1212,0.0,v22_v38_v107_v91
1211,0.0,v22_v72_v66_v125
1210,0.0,v22_v112_v91_v75
1209,0.0,v22_v79_v30_v125
1208,0.0,v22_v66_v112_v71
1207,0.0,v22_v62_v66_v91
1206,0.0,v22_v79_v24_v112
1204,0.0,v22_v72_v66_v112
1203,0.0,v22_v38_v125_v52
1201,0.0,v22_v31_v66_v125
1200,0.0,v22_v38_v24_v75
1199,0.0,v22_v110_v62_v112
1163,0.0,v22_v129_v24_v112
1161,0.0,v22_v79_v56_v52
1230,0.0,v22_v129_v66_v112
1112,0.0,v22_v31_v24_v125
1126,0.0,v22_v79_v125_v52
1125,0.0,v22_v110_v66_v125
1124,0.0,v22_v79_v56_v107
1123,0.0,v22_v79_v56_v91
1122,0.0,v22_v38_v66_v71
1121,0.0,v22_v24_v112_v91
1119,0.0,v22_v72_v38_v71
1118,0.0,v22_v66_v30_v125
1117,0.0,v22_v79_v56_v71
1116,0.0,v22_v66_v24_v125
1115,0.0,v22_v79_v24_v71
1114,0.0,v22_v66_v79_v125
1113,0.0,v22_v72_v38_v66
1111,0.0,v22_v110_v47_v31
1128,0.0,v22_v66_v75_v71
1110,0.0,v22_v79_v24_v75
1109,0.0,v22_v72_v38_v24
1108,0.0,v22_v110_v31_v129
1107,0.0,v22_v129_v38_v75
1106,0.0,v22_v31_v129_v38
1105,0.0,v22_v110_v79_v112
1104,0.0,v22_v110_v66_v112
1103,0.0,v22_v38_v71_v52
1102,0.0,v22_v31_v38_v71
1101,0.0,v22_v79_v112_v52
1100,0.0,v22_v110_v24_v125
1099,0.0,v22_v38_v30_v24
1098,0.0,v22_v129_v112_v91
1127,0.0,v22_v110_v129_v38
1129,0.0,v22_v110_v31_v38
1160,0.0,v22_v38_v79_v71
1145,0.0,v22_v24_v91_v125
1159,0.0,v22_v72_v75_v71
1158,0.0,v22_v71_v125_v52
1157,0.0,v22_v72_v79_v125
1156,0.0,v22_v30_v24_v125
1155,0.0,v22_v110_v38_v71
1154,0.0,v22_v79_v112_v91
1153,0.0,v22_v79_v56_v112
1152,0.0,v22_v38_v56_v75
1151,0.0,v22_v72_v30_v125
1150,0.0,v22_v129_v30_v125
1149,0.0,v22_v38_v107_v71
1148,0.0,v22_v38_v66_v75
1146,0.0,v22_v38_v56_v24
1144,0.0,v22_v62_v66_v52
1130,0.0,v22_v30_v24_v112
1143,0.0,v22_v72_v79_v112
1142,0.0,v22_v129_v30_v112
1141,0.0,v22_v110_v47_v129
1140,0.0,v22_v72_v30_v112
1139,0.0,v22_v79_v107_v91
1138,0.0,v22_v110_v79_v125
1137,0.0,v22_v31_v30_v112
1136,0.0,v22_v31_v75_v71
1135,0.0,v22_v75_v71_v52
1134,0.0,v22_v31_v38_v75
1133,0.0,v22_v72_v38_v75
1132,0.0,v22_v129_v62_v72
1131,0.0,v22_v129_v62_v38
1229,0.0,v22_v56_v112_v75
1231,0.0,v22_v31_v71_v125
1094,0.0,v22_v66_v30_v112
1324,0.0,v22_v38_v75_v71
1340,0.0,v22_v79_v112_v75
1338,0.0,v22_v110_v129_v125
1337,0.0,v22_v129_v75_v125
1336,0.0,v22_v62_v75_v52
1335,0.0,v22_v72_v38_v112
1334,0.0,v22_v129_v112_v75
1333,0.0,v22_v56_v107_v75
1332,0.0,v22_v56_v91_v75
1331,0.0,v22_v62_v24_v52
1330,0.0,v22_v56_v112_v125
1329,0.0,v22_v62_v79_v52
1328,0.0,v22_v110_v75_v125
1325,0.0,v22_v30_v75_v125
1323,0.0,v22_v112_v91_v125
1342,0.0,v22_v62_v72_v66
1322,0.0,v22_v62_v112_v52
1321,0.0,v22_v79_v71_v125
1320,0.0,v22_v62_v38_v91
1318,0.0,v22_v62_v30_v52
1317,0.0,v22_v110_v129_v112
1316,0.0,v22_v24_v75_v125
1315,0.0,v22_v62_v38_v52
1314,0.0,v22_v56_v125_v52
1313,0.0,v22_v38_v91_v125
1311,0.0,v22_v62_v72_v30
1310,0.0,v22_v62_v38_v107
1309,0.0,v22_v62_v72_v56
1308,0.0,v22_v62_v38_v79
1341,0.0,v22_v110_v38_v112
1343,0.0,v22_v62_v79_v75
1306,0.0,v22_v110_v31_v125
1362,0.0,v22_v56_v30_v71
1376,0.0,v22_v47_v31_v56
1375,0.0,v22_v31_v38_v125
1374,0.0,v22_v62_v38_v66
1373,0.0,v22_v62_v112_v91
1372,0.0,v22_v47_v66_v107
1371,0.0,v22_v47_v66_v91
1369,0.0,v22_v107_v112_v125
1368,0.0,v22_v107_v91_v125
1367,0.0,v22_v38_v24_v125
1366,0.0,v22_v62_v24_v75
1365,0.0,v22_v62_v56_v112
1364,0.0,v22_v62_v24_v71
1363,0.0,v22_v38_v66_v125
1361,0.0,v22_v62_v107_v112
1344,0.0,v22_v62_v30_v71
1360,0.0,v22_v79_v75_v125
1359,0.0,v22_v47_v66_v56
1356,0.0,v22_v107_v112_v91
1355,0.0,v22_v31_v38_v112
1353,0.0,v22_v62_v72_v75
1352,0.0,v22_v62_v72_v24
1351,0.0,v22_v62_v38_v56
1350,0.0,v22_v72_v38_v125
1349,0.0,v22_v38_v66_v112
1348,0.0,v22_v62_v79_v71
1347,0.0,v22_v62_v72_v71
1346,0.0,v22_v62_v125_v52
1345,0.0,v22_v38_v24_v112
1307,0.0,v22_v62_v91_v71
1305,0.0,v22_v56_v112_v52
1232,0.0,v22_v79_v24_v125
1249,0.0,v22_v107_v112_v75
1266,0.0,v22_v66_v75_v125
1265,0.0,v22_v24_v71_v125
1264,0.0,v22_v62_v72_v91
1263,0.0,v22_v56_v107_v91
1262,0.0,v22_v62_v72_v107
1260,0.0,v22_v38_v79_v112
1259,0.0,v22_v56_v75_v71
1258,0.0,v22_v107_v75_v125
1257,0.0,v22_v62_v79_v56
1255,0.0,v22_v56_v112_v71
1254,0.0,v22_v56_v107_v125
1253,0.0,v22_v56_v91_v125
1250,0.0,v22_v62_v72_v79
1247,0.0,v22_v110_v47_v112
1268,0.0,v22_v31_v129_v112
1246,0.0,v22_v56_v107_v112
1245,0.0,v22_v56_v112_v91
1244,0.0,v22_v62_v79_v107
1243,0.0,v22_v56_v24_v75
1242,0.0,v22_v30_v112_v71
1241,0.0,v22_v62_v79_v91
1240,0.0,v22_v56_v75_v125
1239,0.0,v22_v79_v75_v71
1237,0.0,v22_v24_v112_v71
1236,0.0,v22_v129_v66_v125
1235,0.0,v22_v38_v56_v125
1234,0.0,v22_v62_v66_v24
1233,0.0,v22_v72_v112_v71
1267,0.0,v22_v56_v71_v125
1269,0.0,v22_v30_v71_v125
1304,0.0,v22_v62_v30_v91
1289,0.0,v22_v38_v79_v125
1303,0.0,v22_v62_v30_v107
1302,0.0,v22_v62_v107_v71
1301,0.0,v22_v62_v107_v91
1300,0.0,v22_v38_v107_v125
1299,0.0,v22_v72_v75_v125
1298,0.0,v22_v38_v107_v112
1297,0.0,v22_v79_v112_v71
1296,0.0,v22_v56_v24_v71
1295,0.0,v22_v30_v112_v75
1294,0.0,v22_v129_v62_v125
1293,0.0,v22_v31_v75_v125
1291,0.0,v22_v31_v129_v125
1290,0.0,v22_v72_v112_v75
1288,0.0,v22_v56_v30_v125
1270,0.0,v22_v62_v66_v30
1287,0.0,v22_v62_v79_v24
1286,0.0,v22_v62_v107_v75
1285,0.0,v22_v31_v112_v75
1284,0.0,v22_v62_v91_v52
1283,0.0,v22_v24_v112_v75
1282,0.0,v22_v129_v62_v112
1280,0.0,v22_v56_v30_v112
1279,0.0,v22_v110_v71_v125
1278,0.0,v22_v110_v31_v112
1276,0.0,v22_v110_v47_v125
1275,0.0,v22_v129_v71_v125
1274,0.0,v22_v62_v79_v30
1271,0.0,v22_v129_v112_v71
1096,0.0,v22_v79_v30_v75
1093,0.0,v22_v129_v107_v112
805,0.0,v22_v72_v66_v91
891,0.0,v22_v66_v30_v71
908,0.0,v22_v72_v38_v52
907,0.0,v22_v113_v62_v125
906,0.0,v22_v129_v91_v75
904,0.0,v22_v129_v107_v75
903,0.0,v22_v38_v30_v52
902,0.0,v22_v31_v79_v75
900,0.0,v22_v129_v112_v52
898,0.0,v22_v129_v79_v75
897,0.0,v22_v30_v125_v52
896,0.0,v22_v129_v62_v30
895,0.0,v22_v72_v56_v75
893,0.0,v22_v31_v72_v66
892,0.0,v22_v113_v38_v125
890,0.0,v22_v110_v66_v75
910,0.0,v22_v129_v66_v71
889,0.0,v22_v110_v129_v24
888,0.0,v22_v31_v129_v30
887,0.0,v22_v31_v24_v75
886,0.0,v22_v91_v125_v52
885,0.0,v22_v72_v66_v24
884,0.0,v22_v110_v38_v107
883,0.0,v22_v110_v31_v24
881,0.0,v22_v31_v72_v71
880,0.0,v22_v72_v75_v52
879,0.0,v22_v110_v38_v91
878,0.0,v22_v107_v91_v52
877,0.0,v22_v72_v66_v79
876,0.0,v22_v31_v30_v71
909,0.0,v22_v129_v38_v79
911,0.0,v22_v24_v71_v52
874,0.0,v22_v66_v56_v125
931,0.0,v22_v31_v72_v75
946,0.0,v22_v72_v107_v75
945,0.0,v22_v129_v30_v75
944,0.0,v22_v30_v24_v71
943,0.0,v22_v110_v79_v75
942,0.0,v22_v72_v38_v56
941,0.0,v22_v31_v66_v75
940,0.0,v22_v72_v30_v75
937,0.0,v22_v110_v31_v79
936,0.0,v22_v110_v31_v72
935,0.0,v22_v110_v107_v91
934,0.0,v22_v110_v129_v66
933,0.0,v22_v110_v129_v62
932,0.0,v22_v72_v125_v52
928,0.0,v22_v24_v75_v52
912,0.0,v22_v72_v107_v71
927,0.0,v22_v113_v112_v125
926,0.0,v22_v129_v72_v24
925,0.0,v22_v110_v129_v72
924,0.0,v22_v110_v72_v71
923,0.0,v22_v66_v79_v71
922,0.0,v22_v72_v112_v52
921,0.0,v22_v31_v62_v66
920,0.0,v22_v72_v91_v71
919,0.0,v22_v24_v91_v75
918,0.0,v22_v110_v31_v62
916,0.0,v22_v24_v91_v71
915,0.0,v22_v66_v24_v71
914,0.0,v22_v31_v129_v79
875,0.0,v22_v107_v125_v52
873,0.0,v22_v66_v125_v52
948,0.0,v22_v31_v38_v107
823,0.0,v22_v31_v62_v30
837,0.0,v22_v31_v79_v71
835,0.0,v22_v129_v62_v79
834,0.0,v22_v107_v24_v71
833,0.0,v22_v31_v24_v71
832,0.0,v22_v113_v62_v72
831,0.0,v22_v110_v72_v66
830,0.0,v22_v113_v72_v112
829,0.0,v22_v129_v62_v91
828,0.0,v22_v91_v75_v52
827,0.0,v22_v31_v125_v52
826,0.0,v22_v129_v62_v107
825,0.0,v22_v113_v75_v125
824,0.0,v22_v38_v107_v52
821,0.0,v22_v38_v66_v52
839,0.0,v22_v66_v79_v24
820,0.0,v22_v66_v79_v30
819,0.0,v22_v129_v72_v79
818,0.0,v22_v110_v47_v30
817,0.0,v22_v31_v112_v52
816,0.0,v22_v24_v91_v52
815,0.0,v22_v72_v79_v30
814,0.0,v22_v30_v75_v52
813,0.0,v22_v113_v72_v38
812,0.0,v22_v110_v72_v79
810,0.0,v22_v31_v72_v24
809,0.0,v22_v72_v24_v91
808,0.0,v22_v107_v75_v52
806,0.0,v22_v110_v31_v30
838,0.0,v22_v129_v79_v71
840,0.0,v22_v31_v107_v75
872,0.0,v22_v30_v112_v52
857,0.0,v22_v110_v79_v71
871,0.0,v22_v31_v66_v71
870,0.0,v22_v113_v62_v112
869,0.0,v22_v31_v62_v24
868,0.0,v22_v30_v91_v75
867,0.0,v22_v110_v47_v24
865,0.0,v22_v110_v62_v66
864,0.0,v22_v66_v56_v112
863,0.0,v22_v31_v129_v91
862,0.0,v22_v113_v38_v112
861,0.0,v22_v72_v56_v24
860,0.0,v22_v31_v129_v107
859,0.0,v22_v30_v107_v75
858,0.0,v22_v66_v112_v52
856,0.0,v22_v72_v30_v24
841,0.0,v22_v31_v91_v75
855,0.0,v22_v107_v112_v52
854,0.0,v22_v66_v91_v75
853,0.0,v22_v110_v62_v79
852,0.0,v22_v110_v24_v75
851,0.0,v22_v129_v91_v71
850,0.0,v22_v129_v107_v71
849,0.0,v22_v113_v72_v125
848,0.0,v22_v38_v91_v52
847,0.0,v22_v107_v24_v75
846,0.0,v22_v110_v62_v24
844,0.0,v22_v30_v91_v71
843,0.0,v22_v72_v71_v52
842,0.0,v22_v66_v107_v75
947,0.0,v22_v72_v66_v71
952,0.0,v22_v129_v38_v91
1092,0.0,v22_v31_v24_v112
1043,0.0,v22_v38_v79_v30
1056,0.0,v22_v31_v62_v38
1055,0.0,v22_v79_v30_v24
1054,0.0,v22_v79_v107_v52
1053,0.0,v22_v79_v56_v24
1052,0.0,v22_v79_v107_v24
1051,0.0,v22_v129_v107_v91
1050,0.0,v22_v24_v125_v52
1049,0.0,v22_v79_v24_v91
1048,0.0,v22_v31_v79_v112
1047,0.0,v22_v107_v24_v112
1046,0.0,v22_v66_v91_v125
1045,0.0,v22_v66_v107_v125
1044,0.0,v22_v31_v72_v38
1042,0.0,v22_v129_v62_v75
1058,0.0,v22_v129_v72_v38
1041,0.0,v22_v66_v112_v91
1040,0.0,v22_v79_v91_v52
1039,0.0,v22_v110_v62_v38
1038,0.0,v22_v110_v30_v125
1037,0.0,v22_v31_v38_v24
1036,0.0,v22_v31_v38_v30
1035,0.0,v22_v72_v38_v79
1034,0.0,v22_v110_v129_v71
1032,0.0,v22_v72_v107_v91
1031,0.0,v22_v129_v38_v24
1030,0.0,v22_v110_v47_v62
1029,0.0,v22_v66_v107_v112
1028,0.0,v22_v72_v24_v75
1057,0.0,v22_v31_v79_v125
1059,0.0,v22_v38_v79_v24
1025,0.0,v22_v24_v112_v52
1077,0.0,v22_v129_v38_v71
1090,0.0,v22_v66_v79_v112
1089,0.0,v22_v79_v30_v71
1088,0.0,v22_v110_v129_v75
1087,0.0,v22_v129_v91_v125
1086,0.0,v22_v129_v107_v125
1085,0.0,v22_v72_v112_v91
1084,0.0,v22_v79_v107_v71
1083,0.0,v22_v129_v79_v125
1082,0.0,v22_v112_v75_v52
1081,0.0,v22_v110_v31_v75
1080,0.0,v22_v31_v38_v66
1079,0.0,v22_v79_v56_v75
1078,0.0,v22_v66_v24_v112
1076,0.0,v22_v79_v107_v75
1060,0.0,v22_v110_v24_v112
1075,0.0,v22_v79_v71_v52
1074,0.0,v22_v72_v91_v125
1073,0.0,v22_v110_v47_v79
1071,0.0,v22_v72_v107_v125
1070,0.0,v22_v72_v107_v112
1069,0.0,v22_v79_v75_v52
1068,0.0,v22_v79_v91_v71
1066,0.0,v22_v112_v71_v52
1065,0.0,v22_v79_v30_v107
1064,0.0,v22_v107_v24_v125
1063,0.0,v22_v38_v24_v91
1062,0.0,v22_v79_v30_v91
1061,0.0,v22_v79_v91_v75
1027,0.0,v22_v110_v72_v38
1024,0.0,v22_v79_v30_v52
953,0.0,v22_v110_v129_v79
971,0.0,v22_v30_v107_v91
984,0.0,v22_v110_v62_v71
983,0.0,v22_v31_v62_v72
982,0.0,v22_v38_v24_v52
981,0.0,v22_v38_v66_v91
980,0.0,v22_v38_v66_v79
979,0.0,v22_v30_v24_v75
978,0.0,v22_v110_v91_v125
977,0.0,v22_v110_v107_v112
976,0.0,v22_v31_v129_v71
975,0.0,v22_v38_v66_v107
974,0.0,v22_v110_v112_v91
973,0.0,v22_v31_v129_v62
972,0.0,v22_v110_v38_v79
970,0.0,v22_v31_v107_v91
986,0.0,v22_v72_v38_v107
969,0.0,v22_v66_v79_v75
967,0.0,v22_v129_v38_v30
966,0.0,v22_v31_v129_v72
965,0.0,v22_v72_v56_v125
964,0.0,v22_v129_v66_v75
963,0.0,v22_v72_v91_v75
962,0.0,v22_v129_v62_v24
961,0.0,v22_v110_v72_v75
960,0.0,v22_v72_v56_v112
959,0.0,v22_v110_v47_v66
957,0.0,v22_v129_v24_v75
956,0.0,v22_v129_v72_v71
954,0.0,v22_v31_v38_v91
985,0.0,v22_v72_v66_v75
988,0.0,v22_v110_v107_v125
1022,0.0,v22_v110_v62_v75
1006,0.0,v22_v38_v66_v30
1020,0.0,v22_v110_v47_v72
1019,0.0,v22_v110_v47_v71
1018,0.0,v22_v110_v31_v71
1017,0.0,v22_v110_v62_v72
1016,0.0,v22_v30_v107_v125
1015,0.0,v22_v110_v30_v112
1014,0.0,v22_v31_v129_v66
1013,0.0,v22_v107_v24_v91
1012,0.0,v22_v38_v79_v107
1011,0.0,v22_v31_v112_v91
1010,0.0,v22_v38_v79_v91
1009,0.0,v22_v30_v112_v91
1008,0.0,v22_v110_v38_v24
1005,0.0,v22_v30_v107_v112
989,0.0,v22_v72_v79_v71
1004,0.0,v22_v31_v107_v112
1003,0.0,v22_v129_v62_v66
1002,0.0,v22_v66_v107_v91
1001,0.0,v22_v31_v91_v125
1000,0.0,v22_v38_v30_v91
999,0.0,v22_v31_v107_v125
998,0.0,v22_v38_v79_v56
996,0.0,v22_v129_v62_v71
995,0.0,v22_v31_v62_v75
994,0.0,v22_v38_v30_v107
993,0.0,v22_v31_v129_v75
992,0.0,v22_v38_v107_v24
991,0.0,v22_v72_v38_v91
1202,0.0,v22_v38_v56_v30
